Tick;200;400;0
Tick;145;400;0
Tick;122;400;0
Tick;212;400;0
Tick;186;400;0
Tick;152;400;0
Tick;272;400;0
Tick;246;148;1
Tick;229;108;2
Tick;436;91;4
Tick;417;168;2
Tick;392;161;2
Tick;750;148;5
Tick;716;137;5
Tick;681;124;5
Tick;1304;118;11
Tick;1284;115;11
Tick;1254;67;18
Tick;2322;63;36
Tick;2339;60;38
Tick;2324;112;20
Tick;3703;110;33
Tick;3793;108;35
Tick;3834;107;35
Tick;5357;107;50
Tick;5569;107;52
Tick;5704;107;53
Tick;7081;104;68
Tick;7316;104;70
Tick;7463;104;71
Tick;8244;208;39
Tick;8423;208;40
Tick;8530;208;41
Tick;8958;208;43
Tick;9048;208;43
Tick;9106;208;43
Tick;9323;208;44
Tick;9370;208;45
Tick;9395;208;45
Tick;9479;208;45
Tick;9300;416;22
Tick;9258;416;22
Tick;9296;416;22
Tick;9287;416;22
Tick;9285;416;22
Tick;9340;416;22
Tick;9353;416;22
Tick;9351;416;22
Tick;9407;416;22
Tick;9411;416;22
Tick;9047;832;10
Tick;8842;832;10
Tick;8663;832;10
Tick;8527;832;10
Tick;8404;832;10
Tick;8277;832;9
Tick;8204;832;9
Tick;8145;831;9
Tick;8035;831;9
Tick;7933;829;9
Tick;7494;1646;4
Tick;6815;1635;4
Tick;6215;1630;3
Tick;5738;1620;3
Tick;5319;1613;3
Tick;4991;1602;3
Tick;4694;1585;2
Tick;4430;1410;3
Tick;4191;1299;3
Tick;3989;1161;3
Tick;3627;2054;1
Tick;3021;1942;1
Tick;2582;1862;1
Tick;2283;1803;1
Tick;2029;1753;1
Tick;1816;1687;1
Tick;1647;1639;1
Tick;1495;985;1
Tick;1385;756;1
Tick;1303;583;2
Tick;1181;984;1
Tick;1001;907;1
Tick;880;844;1
Tick;779;791;0
Tick;694;745;0
Tick;625;715;0
Tick;574;680;0
Tick;523;286;1
Tick;484;223;2
Tick;458;182;2
Tick;415;312;1
Tick;334;296;1
Tick;276;279;0
Tick;257;265;0
Tick;221;248;0
Tick;188;241;0
Tick;211;237;0
Tick;193;118;1
Tick;175;90;1
Tick;220;76;2
Tick;208;132;1
Tick;186;123;1
Tick;267;112;2
Tick;268;107;2
Tick;273;106;2
Tick;385;100;3
Tick;415;95;4
Tick;435;37;11
Tick;565;27;20
Tick;593;18;32
Tick;625;18;34
Tick;756;15;50
Tick;798;13;61
Tick;825;13;63
Tick;954;13;73
Tick;995;13;76
Tick;1025;12;85
Tick;1155;5;231
Tick;1204;5;240
Tick;1242;5;248
Tick;1384;10;138
Tick;1430;9;158
Tick;1469;9;163
Tick;1611;9;179
Tick;1666;9;185
Tick;1704;9;189
Tick;1860;9;206
Tick;1928;8;241
Tick;1977;8;247
Tick;2124;8;265
Tick;2192;16;137
Tick;2245;16;140
Tick;2395;16;149
Tick;2472;16;154
Tick;2522;16;157
Tick;2689;16;168
Tick;2774;16;173
Tick;2829;16;176
Tick;3009;16;188
Tick;3096;16;193
Tick;3139;32;98
Tick;3313;32;103
Tick;3393;32;106
Tick;3430;32;107
Tick;3579;32;111
Tick;3646;32;113
Tick;3676;32;114
Tick;3831;32;119
Tick;3899;32;121
Tick;3933;32;122
Tick;4061;64;63
Tick;4112;64;64
Tick;4140;64;64
Tick;4300;64;67
Tick;4358;64;68
Tick;4391;64;68
Tick;4545;64;71
Tick;4615;64;72
Tick;4649;64;72
Tick;4799;64;74
Tick;4829;128;37
Tick;4820;128;37
Tick;4928;128;38
Tick;4953;128;38
Tick;4980;128;38
Tick;5085;128;39
Tick;5128;128;40
Tick;5151;128;40
Tick;5292;128;41
Tick;5352;123;43
Tick;5360;238;22
Tick;5426;235;23
Tick;5436;234;23
Tick;5451;230;23
Tick;5547;224;24
Tick;5596;220;25
Tick;5601;215;26
Tick;5711;181;31
Tick;5780;161;35
Tick;5791;146;39
Tick;5857;270;21
Tick;5833;261;22
Tick;5782;256;22
Tick;5821;251;23
Tick;5851;249;23
Tick;5823;246;23
Tick;5879;243;24
Tick;5936;194;30
Tick;5938;167;35
Tick;6024;150;40
Tick;6050;292;20
Tick;5958;289;20
Tick;5969;286;20
Tick;5979;281;21
Tick;5956;280;21
Tick;6005;277;21
Tick;6036;276;21
Tick;6040;236;25
Tick;6089;219;27
Tick;6138;201;30
Tick;6093;376;16
Tick;6031;366;16
Tick;5995;361;16
Tick;5947;357;16
Tick;5969;353;16
Tick;5993;350;17
Tick;6004;345;17
Tick;6047;278;21
Tick;6092;243;25
Tick;6095;224;27
Tick;6089;418;14
Tick;6002;405;14
Tick;5939;402;14
Tick;5958;401;14
Tick;5948;398;14
Tick;5923;394;15
Tick;5988;385;15
Tick;5999;317;18
Tick;6016;286;21
Tick;6071;272;22
Tick;6006;514;11
Tick;5860;506;11
Tick;5850;500;11
Tick;5759;496;11
Tick;5749;493;11
Tick;5847;490;11
Tick;5842;478;12
Tick;5901;391;15
Tick;6029;341;17
Tick;6044;311;19
Tick;6058;590;10
Tick;6016;577;10
Tick;5910;571;10
Tick;5887;568;10
Tick;5963;560;10
Tick;5939;552;10
Tick;5925;540;10
Tick;5987;440;13
Tick;6017;385;15
Tick;6009;352;17
Tick;6006;656;9
Tick;5899;635;9
Tick;5803;618;9
Tick;5814;606;9
Tick;5819;595;9
Tick;5812;582;9
Tick;5878;574;10
Tick;5925;419;14
Tick;5959;373;15
Tick;6054;339;17
Tick;6024;628;9
Tick;5917;611;9
Tick;5894;601;9
Tick;5881;594;9
Tick;5846;585;9
Tick;5880;579;10
Tick;5956;574;10
Tick;5966;467;12
Tick;6028;430;14
Tick;6123;413;14
Tick;6018;776;7
Tick;5859;761;7
Tick;5794;751;7
Tick;5685;740;7
Tick;5637;732;7
Tick;5659;727;7
Tick;5597;718;7
Tick;5557;618;8
Tick;5614;580;9
Tick;5587;545;10
Tick;5420;1046;5
Tick;5193;1023;5
Tick;4969;1014;4
Tick;4793;1003;4
Tick;4759;984;4
Tick;4651;975;4
Tick;4506;964;4
Tick;4517;811;5
Tick;4490;730;6
Tick;4424;670;6
Tick;4315;1244;3
Tick;4004;1195;3
Tick;3741;1161;3
Tick;3648;1120;3
Tick;3511;1090;3
Tick;3438;1064;3
Tick;3440;1040;3
Tick;3392;731;4
Tick;3356;632;5
Tick;3357;543;6
Tick;3237;982;3
Tick;2993;935;3
Tick;2887;909;3
Tick;2814;886;3
Tick;2738;863;3
Tick;2733;846;3
Tick;2675;822;3
Tick;2629;558;4
Tick;2681;480;5
Tick;2689;432;6
Tick;2600;804;3
Tick;2486;779;3
Tick;2386;764;3
Tick;2338;744;3
Tick;2412;730;3
Tick;2388;716;3
Tick;2381;697;3
Tick;2509;505;4
Tick;2513;429;5
Tick;2535;381;6
Tick;2654;708;3
Tick;2555;685;3
Tick;2514;662;3
Tick;2672;639;4
Tick;2678;627;4
Tick;2676;620;4
Tick;2926;596;4
Tick;2986;404;7
Tick;3025;353;8
Tick;3311;330;10
Tick;3337;580;5
Tick;3267;563;5
Tick;3497;546;6
Tick;3545;532;6
Tick;3536;512;6
Tick;3784;506;7
Tick;3870;488;7
Tick;3886;343;11
Tick;4122;295;13
Tick;4239;270;15
Tick;4213;504;8
Tick;4321;487;8
Tick;4361;482;9
Tick;4333;470;9
Tick;4472;463;9
Tick;4566;451;10
Tick;4572;448;10
Tick;4725;346;13
Tick;4906;311;15
Tick;4944;278;17
Tick;5053;514;9
Tick;5152;496;10
Tick;5132;479;10
Tick;5231;462;11
Tick;5364;433;12
Tick;5389;414;13
Tick;5552;402;13
Tick;5696;270;21
Tick;5746;258;22
Tick;5902;243;24
Tick;5925;448;13
Tick;5866;433;13
Tick;5919;421;14
Tick;5936;413;14
Tick;5940;408;14
Tick;6006;408;14
Tick;6056;405;14
Tick;6081;348;17
Tick;6150;329;18
Tick;6238;319;19
Tick;6160;622;9
Tick;6057;612;9
Tick;5989;609;9
Tick;5890;603;9
Tick;5837;601;9
Tick;5811;595;9
Tick;5745;586;9
Tick;5713;528;10
Tick;5725;507;11
Tick;5701;484;11
Tick;5559;936;5
Tick;5348;915;5
Tick;5168;899;5
Tick;5033;880;5
Tick;4982;863;5
Tick;4908;852;5
Tick;4881;835;5
Tick;4900;644;7
Tick;4873;570;8
Tick;4878;504;9
Tick;4795;928;5
Tick;4520;896;5
Tick;4358;865;5
Tick;4256;851;5
Tick;4169;844;4
Tick;4083;833;4
Tick;4054;820;4
Tick;3984;638;6
Tick;3922;555;7
Tick;3905;507;7
Tick;3776;944;4
Tick;3548;912;3
Tick;3417;887;3
Tick;3252;875;3
Tick;3207;847;3
Tick;3168;821;3
Tick;3053;795;3
Tick;3077;560;5
Tick;3107;476;6
Tick;3039;418;7
Tick;3091;770;4
Tick;2991;739;4
Tick;2820;711;3
Tick;2841;698;4
Tick;2861;676;4
Tick;2812;659;4
Tick;2921;639;4
Tick;3020;454;6
Tick;3030;404;7
Tick;3214;356;9
Tick;3296;652;5
Tick;3231;621;5
Tick;3371;603;5
Tick;3491;584;5
Tick;3555;563;6
Tick;3762;541;6
Tick;3902;528;7
Tick;4016;360;11
Tick;4264;311;13
Tick;4432;286;15
Tick;4482;538;8
Tick;4553;530;8
Tick;4617;524;8
Tick;4688;522;8
Tick;4776;517;9
Tick;4888;512;9
Tick;5051;505;10
Tick;5168;451;11
Tick;5305;427;12
Tick;5501;414;13
Tick;5502;816;6
Tick;5344;804;6
Tick;5345;800;6
Tick;5327;790;6
Tick;5300;781;6
Tick;5405;770;7
Tick;5434;763;7
Tick;5455;674;8
Tick;5568;618;9
Tick;5627;569;9
Tick;5482;1080;5
Tick;5236;1054;4
Tick;5067;1035;4
Tick;4919;1016;4
Tick;4887;1001;4
Tick;4841;990;4
Tick;4775;982;4
Tick;4762;793;6
Tick;4718;701;6
Tick;4659;618;7
Tick;4534;1120;4
Tick;4264;1093;3
Tick;4040;1071;3
Tick;3909;1051;3
Tick;3823;1031;3
Tick;3688;1009;3
Tick;3602;975;3
Tick;3581;685;5
Tick;3504;587;5
Tick;3435;508;6
Tick;3351;936;3
Tick;3107;910;3
Tick;2976;866;3
Tick;2968;845;3
Tick;2875;826;3
Tick;2820;806;3
Tick;2852;778;3
Tick;2807;523;5
Tick;2780;435;6
Tick;2904;390;7
Tick;2804;734;3
Tick;2642;712;3
Tick;2689;695;3
Tick;2614;674;3
Tick;2586;649;3
Tick;2719;629;4
Tick;2710;615;4
Tick;2680;426;6
Tick;2864;374;7
Tick;2905;337;8
Tick;2843;607;4
Tick;2989;593;5
Tick;2972;579;5
Tick;2930;565;5
Tick;3133;551;5
Tick;3216;540;5
Tick;3222;523;6
Tick;3415;359;9
Tick;3565;324;11
Tick;3615;284;12
Tick;3718;518;7
Tick;3753;493;7
Tick;3758;473;7
Tick;3892;463;8
Tick;3979;461;8
Tick;3989;458;8
Tick;4135;452;9
Tick;4244;352;12
Tick;4301;323;13